Selected Scenario,Customer Service Workers,Food Preparation Workers,Expected Daily Profit ($),Profit 95% CI Low ($),Profit 95% CI High ($),Avg Order-to-Delivery (min),Balked Customers,Reneged Customers,Switched Orders
Scenario 187,2,4,1707.66,1659.65,1755.67,6.03,62.22,7.34,236.3
